Name,Set Name,Number,Type,HP,Stage,Rarity,Description,Have,Holo
Double Turbo Energy,Play! Pokémon Prize Packs S2,151,Energy,,Special Energy,Uncommon,,,
Leafeon VSTAR,Play! Pokémon Prize Packs S2,SWSH195,Grass,260,VSTAR,Promo,,,-
Glaceon VSTAR,Play! Pokémon Prize Packs S2,SWSH197,Water,260,VSTAR,Promo,,,-
Grass Energy,Play! Pokémon Prize Packs S2,,Energy,,Energy,No Rarity,,,
Fire Energy,Play! Pokémon Prize Packs S2,,Energy,,Energy,No Rarity,,,
Water Energy,Play! Pokémon Prize Packs S2,,Energy,,Energy,No Rarity,,,
Lightning Energy,Play! Pokémon Prize Packs S2,,Energy,,Energy,No Rarity,,,
Psychic Energy,Play! Pokémon Prize Packs S2,,Energy,,Energy,No Rarity,,,
Fighting Energy,Play! Pokémon Prize Packs S2,,Energy,,Energy,No Rarity,,,
Darkness Energy,Play! Pokémon Prize Packs S2,,Energy,,Energy,No Rarity,,,
Metal Energy,Play! Pokémon Prize Packs S2,,Energy,,Energy,No Rarity,,,
Grotle,Play! Pokémon Prize Packs S3,7,Grass,100,Stage 1,Uncommon,,-,
Moltres,Play! Pokémon Prize Packs S3,21,Fire,120,Basic,Holo Rare,,,-
Manaphy,Play! Pokémon Prize Packs S3,41,Water,70,Basic,Rare,,-,
Raichu V,Play! Pokémon Prize Packs S3,45,Lightning,200,Basic,V Rare,,,-
Bibarel,Play! Pokémon Prize Packs S3,121,Colorless,120,Stage 1,Holo Rare,,-,
Arceus V,Play! Pokémon Prize Packs S3,122,Colorless,220,Basic,V Rare,,,-
Arceus VSTAR,Play! Pokémon Prize Packs S3,123,Colorless,280,VSTAR,V Rare,,,-
Tornadus,Play! Pokémon Prize Packs S3,126,Colorless,120,Basic,Rare,,,-
Boss's Orders,Play! Pokémon Prize Packs S3,132,Trainer,,Supporter,Holo Rare,,,
Collapsed Stadium,Play! Pokémon Prize Packs S3,137,Trainer,,Stadium,Uncommon,,,-
Magma Basin,Play! Pokémon Prize Packs S3,144,Trainer,,Stadium,Uncommon,,,
Pot Helmet,Play! Pokémon Prize Packs S3,146,Trainer,,Item,Uncommon,,-,
Double Turbo Energy,Play! Pokémon Prize Packs S3,151,Energy,,Special Energy,Uncommon,,,
Radiant Heatran,Play! Pokémon Prize Packs S3,27,Fire,160,Basic,Radiant Rare,,,-
Starmie V,Play! Pokémon Prize Packs S3,30,Water,190,Basic,V Rare,,,-
Regice,Play! Pokémon Prize Packs S3,37,Water,130,Basic,Rare,,,-
Origin Forme Palkia V,Play! Pokémon Prize Packs S3,39,Water,220,Basic,V Rare,,,-
Origin Forme Palkia VSTAR,Play! Pokémon Prize Packs S3,40,Water,280,VSTAR,V Rare,,,-
Hisuian Basculin,Play! Pokémon Prize Packs S3,43,Water,50,Basic,Common,,-,
Radiant Greninja,Play! Pokémon Prize Packs S3,46,Water,130,Basic,Radiant Rare,,,-
Regieleki,Play! Pokémon Prize Packs S3,51,Lightning,130,Basic,Rare,,,-
Gallade,Play! Pokémon Prize Packs S3,62,Psychic,160,Stage 2,Holo Rare,,,-
Diancie,Play! Pokémon Prize Packs S3,68,Psychic,90,Basic,Holo Rare,,,-
Regirock,Play! Pokémon Prize Packs S3,75,Fighting,130,Basic,Rare,,,-
Radiant Hawlucha,Play! Pokémon Prize Packs S3,81,Fighting,90,Basic,Radiant Rare,,,-
Registeel,Play! Pokémon Prize Packs S3,108,Metal,130,Basic,Rare,,,-
Origin Forme Dialga V,Play! Pokémon Prize Packs S3,113,Metal,220,Basic,V Rare,,,-
Origin Forme Dialga VSTAR,Play! Pokémon Prize Packs S3,114,Metal,280,VSTAR,V Rare,,,-
Regidrago,Play! Pokémon Prize Packs S3,118,Dragon,130,Basic,Rare,,,-
Regigigas,Play! Pokémon Prize Packs S3,130,Colorless,150,Basic,Holo Rare,,,-
Canceling Cologne,Play! Pokémon Prize Packs S3,136,Trainer,,Item,Uncommon,,,
Cyllene,Play! Pokémon Prize Packs S3,138,Trainer,,Supporter,Uncommon,,,-
Dark Patch,Play! Pokémon Prize Packs S3,139,Trainer,,Item,Uncommon,,,-
Feather Ball,Play! Pokémon Prize Packs S3,141,Trainer,,Item,Uncommon,,,
Gapejaw Bog,Play! Pokémon Prize Packs S3,142,Trainer,,Stadium,Uncommon,,,-
Gardenia's Vigor,Play! Pokémon Prize Packs S3,143,Trainer,,Supporter,Uncommon,,,-
Grant,Play! Pokémon Prize Packs S3,144,Trainer,,Supporter,Uncommon,,,-
Gutsy Pickaxe,Play! Pokémon Prize Packs S3,145,Trainer,,Item,Uncommon,,,
Hisuian Heavy Ball,Play! Pokémon Prize Packs S3,146,Trainer,,Item,Uncommon,,,
Irida,Play! Pokémon Prize Packs S3,147,Trainer,,Supporter,Holo Rare,,,-
Roxanne,Play! Pokémon Prize Packs S3,150,Trainer,,Supporter,Uncommon,,,-
Switch Cart,Play! Pokémon Prize Packs S3,154,Trainer,,Item,Uncommon,,-,
Temple of Sinnoh,Play! Pokémon Prize Packs S3,155,Trainer,,Stadium,Uncommon,,,-
Mewtwo V,Play! Pokémon Prize Packs S3,30,Psychic,220,Basic,V Rare,,,-
Mewtwo VSTAR,Play! Pokémon Prize Packs S3,31,Psychic,280,VSTAR,V Rare,,,-
Kyurem V,Play! Pokémon Prize Packs S3,48,Water,220,Basic,V Rare,,,-
Kyurem VMAX,Play! Pokémon Prize Packs S3,49,Water,330,VMAX,V Rare,,,-
Cramorant,Play! Pokémon Prize Packs S3,50,Water,110,Basic,Rare,,-,
Clefairy,Play! Pokémon Prize Packs S3,62,Psychic,60,Basic,Common,,,-
Gengar,Play! Pokémon Prize Packs S3,66,Psychic,120,Stage 2,Holo Rare,,,-
Radiant Gardevoir,Play! Pokémon Prize Packs S3,69,Psychic,130,Basic,Radiant Rare,,,-
Sableye,Play! Pokémon Prize Packs S3,70,Psychic,80,Basic,Holo Rare,,,
Banette,Play! Pokémon Prize Packs S3,73,Psychic,100,Stage 1,Rare,,-,
Comfey,Play! Pokémon Prize Packs S3,79,Psychic,70,Basic,Rare,,,-
Hisuian Arcanine,Play! Pokémon Prize Packs S3,84,Fighting,130,Stage 1,Holo Rare,,,-
Drapion V,Play! Pokémon Prize Packs S3,118,Darkness,210,Basic,V Rare,,,-
Drapion VSTAR,Play! Pokémon Prize Packs S3,119,Darkness,270,VSTAR,V Rare,,,-
Radiant Hisuian Sneasler,Play! Pokémon Prize Packs S3,123,Darkness,130,Basic,Radiant Rare,,,-
Radiant Steelix,Play! Pokémon Prize Packs S3,124,Metal,170,Basic,Radiant Rare,,,-
Giratina V,Play! Pokémon Prize Packs S3,130,Dragon,220,Basic,V Rare,,,-
Giratina VSTAR,Play! Pokémon Prize Packs S3,131,Dragon,280,VSTAR,V Rare,,,-
Hisuian Goodra V,Play! Pokémon Prize Packs S3,135,Dragon,220,Basic,V Rare,,,-
Hisuian Goodra VSTAR,Play! Pokémon Prize Packs S3,136,Dragon,270,VSTAR,V Rare,,,-
Snorlax,Play! Pokémon Prize Packs S3,143,Colorless,150,Basic,Holo Rare,,,-
Hisuian Zoroark V,Play! Pokémon Prize Packs S3,146,Colorless,210,Basic,V Rare,,,-
Hisuian Zoroark VSTAR,Play! Pokémon Prize Packs S3,147,Colorless,270,VSTAR,V Rare,,,-
Arezu,Play! Pokémon Prize Packs S3,153,Trainer,,Supporter,Uncommon,,,-
Colress's Experiment,Play! Pokémon Prize Packs S3,155,Trainer,,Supporter,Uncommon,,,-
Damage Pump,Play! Pokémon Prize Packs S3,156,Trainer,,Item,Uncommon,,,
Lake Acuity,Play! Pokémon Prize Packs S3,160,Trainer,,Stadium,Uncommon,,,-
Lost City,Play! Pokémon Prize Packs S3,161,Trainer,,Stadium,Uncommon,,,-
Mirage Gate,Play! Pokémon Prize Packs S3,163,Trainer,,Item,Uncommon,,,
Thorton,Play! Pokémon Prize Packs S3,167,Trainer,,Supporter,Uncommon,,,-
Tool Box,Play! Pokémon Prize Packs S3,168,Trainer,,Item,Uncommon,,,-
Radiant Tsareena,Play! Pokémon Prize Packs S3,16,Grass,140,Basic,Radiant Rare,,,-
Alolan Vulpix V,Play! Pokémon Prize Packs S3,33,Water,190,Basic,V Rare,,,-
Alolan Vulpix VSTAR,Play! Pokémon Prize Packs S3,34,Water,240,VSTAR,V Rare,,,-
Wailord,Play! Pokémon Prize Packs S3,38,Water,200,Stage 1,Uncommon,,-,
Regieleki V,Play! Pokémon Prize Packs S3,57,Lightning,200,Basic,V Rare,,,-
Regieleki VMAX,Play! Pokémon Prize Packs S3,58,Lightning,310,VMAX,V Rare,,,-
Radiant Alakazam,Play! Pokémon Prize Packs S3,59,Psychic,130,Basic,Radiant Rare,,,-
Kirlia,Play! Pokémon Prize Packs S3,68,Psychic,80,Stage 1,Uncommon,,,
Hisuian Arcanine V,Play! Pokémon Prize Packs S3,90,Fighting,230,Basic,V Rare,,,-
Radiant Jirachi,Play! Pokémon Prize Packs S3,120,Metal,90,Basic,Radiant Rare,,,-
Dragonite,Play! Pokémon Prize Packs S3,131,Dragon,160,Stage 2,Holo Rare,,,-
Regidrago V,Play! Pokémon Prize Packs S3,135,Dragon,220,Basic,V Rare,,,-
Regidrago VSTAR,Play! Pokémon Prize Packs S3,136,Dragon,280,VSTAR,V Rare,,,-
Lugia V,Play! Pokémon Prize Packs S3,138,Colorless,220,Basic,V Rare,,,-
Lugia VSTAR,Play! Pokémon Prize Packs S3,139,Colorless,280,VSTAR,V Rare,,,-
Ho-oh V,Play! Pokémon Prize Packs S3,140,Colorless,230,Basic,V Rare,,,-
Archeops,Play! Pokémon Prize Packs S3,147,Colorless,150,Stage 2,Holo Rare,,,-
Earthen Seal Stone,Play! Pokémon Prize Packs S3,154,Trainer,,Item,Holo Rare,,,-
Forest Seal Stone,Play! Pokémon Prize Packs S3,156,Trainer,,Item,Holo Rare,,,-
Lance,Play! Pokémon Prize Packs S3,159,Trainer,,Supporter,Uncommon,,,-
Leafy Camo Poncho,Play! Pokémon Prize Packs S3,160,Trainer,,Item,Uncommon,,,-
Serena,Play! Pokémon Prize Packs S3,164,Trainer,,Supporter,Uncommon,,,-
V Guard Energy,Play! Pokémon Prize Packs S3,169,Energy,,Special Energy,Uncommon,,,-
Radiant Charizard,Play! Pokémon Prize Packs S3,20,Fire,160,Basic,Radiant Rare,,,-
Radiant Charjabug,Play! Pokémon Prize Packs S3,51,Lightning,90,Basic,Radiant Rare,,,-
Lunatone,Play! Pokémon Prize Packs S3,62,Psychic,90,Basic,Uncommon,,,-
Solrock,Play! Pokémon Prize Packs S3,69,Fighting,90,Basic,Uncommon,,,-
Radiant Eternatus,Play! Pokémon Prize Packs S3,105,Dragon,170,Basic,Radiant Rare,,,-
Ditto,Play! Pokémon Prize Packs S3,107,Colorless,70,Basic,Holo Rare,,,-
Lost Vacuum,Play! Pokémon Prize Packs S3,135,Trainer,,Item,Uncommon,,,
Sky Seal Stone,Play! Pokémon Prize Packs S3,143,Trainer,,Item,Holo Rare,,,-
Trekking Shoes,Play! Pokémon Prize Packs S3,145,Trainer,,Item,Uncommon,,,
Ultra Ball,Play! Pokémon Prize Packs S3,146,Trainer,,Item,Uncommon,,-,
Spidops ex,Play! Pokémon Prize Packs S3,19,Grass,260,Stage 1,Double Rare,,,-
Armarouge,Play! Pokémon Prize Packs S3,41,Fire,130,Stage 1,Rare,,,-
Slowbro,Play! Pokémon Prize Packs S3,43,Water,100,Stage 1,Rare,,,-
Dondozo,Play! Pokémon Prize Packs S3,61,Water,160,Basic,Rare,,,
Tatsugiri,Play! Pokémon Prize Packs S3,62,Water,70,Basic,Uncommon,,,
Magnezone ex,Play! Pokémon Prize Packs S3,65,Lightning,330,Stage 2,Double Rare,,,-
Pawmot,Play! Pokémon Prize Packs S3,76,Lightning,130,Stage 2,Rare,,,-
Miraidon ex,Play! Pokémon Prize Packs S3,81,Lightning,220,Basic,Double Rare,,,-
Gardevoir ex,Play! Pokémon Prize Packs S3,86,Psychic,310,Stage 2,Double Rare,,,-
Banette ex,Play! Pokémon Prize Packs S3,88,Psychic,250,Stage 1,Double Rare,,,-
Annihilape,Play! Pokémon Prize Packs S3,109,Fighting,140,Stage 2,Rare,,,-
Lucario,Play! Pokémon Prize Packs S3,114,Fighting,130,Stage 1,Uncommon,,,-
Hawlucha,Play! Pokémon Prize Packs S3,118,Fighting,70,Basic,Rare,,,-
Great Tusk ex,Play! Pokémon Prize Packs S3,123,Fighting,250,Basic,Double Rare,,,-
Koraidon ex,Play! Pokémon Prize Packs S3,125,Fighting,230,Basic,Double Rare,,,-
Muk,Play! Pokémon Prize Packs S3,127,Darkness,140,Stage 1,Uncommon,,,-
Toxicroak ex,Play! Pokémon Prize Packs S3,131,Darkness,250,Stage 1,Double Rare,,,-
Kingambit,Play! Pokémon Prize Packs S3,134,Darkness,170,Stage 2,Rare,,,-
Revavroom,Play! Pokémon Prize Packs S3,142,Metal,140,Stage 1,Rare,,,-
Iron Treads ex,Play! Pokémon Prize Packs S3,143,Metal,220,Basic,Double Rare,,,-
Skwovet,Play! Pokémon Prize Packs S3,151,Colorless,60,Basic,Common,,,-
Oinkologne ex,Play! Pokémon Prize Packs S3,158,Colorless,260,Stage 1,Double Rare,,,-
Arven,Play! Pokémon Prize Packs S3,166,Trainer,,Supporter,Uncommon,,,
Beach Court,Play! Pokémon Prize Packs S3,167,Trainer,,Stadium,Uncommon,,,
Defiance Band,Play! Pokémon Prize Packs S3,169,Trainer,,Tool,Uncommon,,,-
Electric Generator,Play! Pokémon Prize Packs S3,170,Trainer,,Item,Uncommon,,,
Jacq,Play! Pokémon Prize Packs S3,175,Trainer,,Supporter,Uncommon,,,
Miriam,Play! Pokémon Prize Packs S3,179,Trainer,,Supporter,Uncommon,,,-
Nest Ball,Play! Pokémon Prize Packs S3,181,Trainer,,Item,Uncommon,,,
Penny,Play! Pokémon Prize Packs S3,183,Trainer,,Supporter,Uncommon,,,-
Pokégear 3.0,Play! Pokémon Prize Packs S3,186,Trainer,,Item,Common,,,-
Professor's Research,Play! Pokémon Prize Packs S3,189,Trainer,,Supporter,Rare,,,
Professor's Research,Play! Pokémon Prize Packs S3,190,Trainer,,Supporter,Rare,,,
Rare Candy,Play! Pokémon Prize Packs S3,191,Trainer,,Item,Common,,,
Switch,Play! Pokémon Prize Packs S3,194,Trainer,,Item,Common,,,
Team Star Grunt,Play! Pokémon Prize Packs S3,195,Trainer,,Supporter,Uncommon,,,-
Ultra Ball,Play! Pokémon Prize Packs S3,196,Trainer,,Item,Uncommon,,,
Vitality Band,Play! Pokémon Prize Packs S3,197,Trainer,,Tool,Uncommon,,,
Mimikyu ex,Play! Pokémon Prize Packs S3,4,Psychic,190,Basic,Promo,,,-
Ampharos ex,Play! Pokémon Prize Packs S3,16,Lightning,330,Stage 2,Promo,,,-
Lucario ex,Play! Pokémon Prize Packs S3,17,Fighting,260,Stage 1,Promo,,,-
Cyclizar ex,Play! Pokémon Prize Packs S3,18,Colorless,210,Basic,Promo,,,-
Grass Energy,Play! Pokémon Prize Packs S3,,Energy,,Energy,No Rarity,,-,
Fire Energy,Play! Pokémon Prize Packs S3,,Energy,,Energy,No Rarity,,-,
Water Energy,Play! Pokémon Prize Packs S3,,Energy,,Energy,No Rarity,,-,
Lightning Energy,Play! Pokémon Prize Packs S3,,Energy,,Energy,No Rarity,,-,
Psychic Energy,Play! Pokémon Prize Packs S3,,Energy,,Energy,No Rarity,,-,
Fighting Energy,Play! Pokémon Prize Packs S3,,Energy,,Energy,No Rarity,,-,
Darkness Energy,Play! Pokémon Prize Packs S3,,Energy,,Energy,No Rarity,,-,
Metal Energy,Play! Pokémon Prize Packs S3,,Energy,,Energy,No Rarity,,-,
Lost City,Play! Pokémon Prize Packs S4,161,Trainer,,Stadium,Uncommon,,-,
Capturing Aroma,Play! Pokémon Prize Packs S4,153,Trainer,,Item,Uncommon,,,
Emergency Jelly,Play! Pokémon Prize Packs S4,155,Trainer,,Item,Uncommon,,,-
Worker,Play! Pokémon Prize Packs S4,167,Trainer,,Supporter,Uncommon,,-,
Kyogre,Play! Pokémon Prize Packs S4,36,Water,140,Basic,Holo Rare,,-,
Ultra Ball,Play! Pokémon Prize Packs S4,146,Trainer,,Item,Uncommon,,,-
Quaquaval,Play! Pokémon Prize Packs S4,54,Water,170,Stage 2,Rare,,,-
Drifloon,Play! Pokémon Prize Packs S4,89,Psychic,70,Basic,Common,,-,
Klefki,Play! Pokémon Prize Packs S4,96,Psychic,70,Basic,Rare,,,
Judge,Play! Pokémon Prize Packs S4,176,Trainer,,Supporter,Uncommon,,-,
Pal Pad,Play! Pokémon Prize Packs S4,182,Trainer,,Item,Common,,-,
Forretress ex,Play! Pokémon Prize Packs S4,5,Grass,270,Stage 1,Double Rare,,,-
Meowscarada ex,Play! Pokémon Prize Packs S4,15,Grass,310,Stage 2,Double Rare,,,-
Skeledirge ex,Play! Pokémon Prize Packs S4,37,Fire,340,Stage 2,Double Rare,,,-
Baxcalibur,Play! Pokémon Prize Packs S4,60,Water,160,Stage 2,Rare,,,-
Chien-Pao ex,Play! Pokémon Prize Packs S4,61,Water,220,Basic,Double Rare,,,-
Luxray,Play! Pokémon Prize Packs S4,71,Lightning,150,Stage 2,Rare,,,-
Spiritomb,Play! Pokémon Prize Packs S4,89,Psychic,60,Basic,Rare,,-,
Mimikyu,Play! Pokémon Prize Packs S4,97,Psychic,70,Basic,Rare,,,-
Dedenne ex,Play! Pokémon Prize Packs S4,93,Psychic,170,Basic,Double Rare,,,-
Ting-Lu ex,Play! Pokémon Prize Packs S4,127,Fighting,240,Basic,Double Rare,,,-
Noivern ex,Play! Pokémon Prize Packs S4,153,Dragon,260,Stage 1,Double Rare,,,-
Pelipper,Play! Pokémon Prize Packs S4,159,Colorless,120,Stage 1,Uncommon,,,-
Squawkabilly ex,Play! Pokémon Prize Packs S4,169,Colorless,160,Basic,Double Rare,,,-
Artazon,Play! Pokémon Prize Packs S4,171,Trainer,,Supporter,Uncommon,,,
Boss's Orders,Play! Pokémon Prize Packs S4,172,Trainer,,Supporter,Rare,,,
Bravery Charm,Play! Pokémon Prize Packs S4,173,Trainer,,Tool,Uncommon,,,
Clavell,Play! Pokémon Prize Packs S4,177,Trainer,,Supporter,Common,,-,
Fighting Au Lait,Play! Pokémon Prize Packs S4,181,Trainer,,Item,Uncommon,,,-
Iono,Play! Pokémon Prize Packs S4,185,Trainer,,Supporter,Uncommon,,,
Super Rod,Play! Pokémon Prize Packs S4,188,Trainer,,Item,Common,,,
Superior Energy Retrieval,Play! Pokémon Prize Packs S4,189,Trainer,,Item,Uncommon,,,
Jet Energy,Play! Pokémon Prize Packs S4,190,Energy,,Special Energy,Uncommon,,,
Luminous Energy,Play! Pokémon Prize Packs S4,191,Energy,,Special Energy,Uncommon,,,
Reversal Energy,Play! Pokémon Prize Packs S4,192,Energy,,Special Energy,Uncommon,,,
Toedscruel ex,Play! Pokémon Prize Packs S4,22,Grass,270,Stage 1,Double Rare,,,-
Tyranitar ex,Play! Pokémon Prize Packs S4,66,Lightning,340,Stage 2,Double Rare,,,-
Lunatone,Play! Pokémon Prize Packs S4,92,Psychic,90,Basic,Uncommon,,,-
Claydol,Play! Pokémon Prize Packs S4,95,Psychic,120,Stage 1,Rare,,,-
Charizard ex,Play! Pokémon Prize Packs S4,125,Darkness,330,Stage 2,Double Rare,,,-
Pidgeot ex,Play! Pokémon Prize Packs S4,164,Colorless,280,Stage 2,Double Rare,,,-
Letter of Encouragement,Play! Pokémon Prize Packs S4,189,Trainer,,Item,Uncommon,,,-
Basic Grass Energy,Play! Pokémon Prize Packs S4,1,Energy,,Energy,No Rarity,,,
Basic Fire Energy,Play! Pokémon Prize Packs S4,2,Energy,,Energy,No Rarity,,,
Basic Water Energy,Play! Pokémon Prize Packs S4,3,Energy,,Energy,No Rarity,,,
Basic Lightning Energy,Play! Pokémon Prize Packs S4,4,Energy,,Energy,No Rarity,,,
Basic Psychic Energy,Play! Pokémon Prize Packs S4,5,Energy,,Energy,No Rarity,,,
Basic Fighting Energy,Play! Pokémon Prize Packs S4,6,Energy,,Energy,No Rarity,,,
Basic Darkness Energy,Play! Pokémon Prize Packs S4,7,Energy,,Energy,No Rarity,,,
Basic Metal Energy,Play! Pokémon Prize Packs S4,8,Energy,,Energy,No Rarity,,,
Dodrio,Play! Pokémon Prize Packs S5,85,Colorless,100,Stage 1,Rare,,-,
Mew ex,Play! Pokémon Prize Packs S5,151,Psychic,180,Basic,Double Rare,,,-
Garchomp ex,Play! Pokémon Prize Packs S5,38,Water,320,Stage 2,Double Rare,,,-
Mewtwo ex,Play! Pokémon Prize Packs S5,58,Lightning,230,Basic,Double Rare,,,-
Iron Hands ex,Play! Pokémon Prize Packs S5,70,Lightning,230,Basic,Double Rare,,,-
Xatu,Play! Pokémon Prize Packs S5,72,Psychic,100,Stage 1,Rare,,,-
Iron Valiant ex,Play! Pokémon Prize Packs S5,89,Psychic,220,Basic,Double Rare,,,-
Groudon,Play! Pokémon Prize Packs S5,93,Fighting,130,Basic,Rare,,,-
Garganacl,Play! Pokémon Prize Packs S5,104,Fighting,160,Stage 1,Rare,,,-
Sandy Shocks ex,Play! Pokémon Prize Packs S5,108,Fighting,220,Basic,Double Rare,,,-
Morpeko,Play! Pokémon Prize Packs S5,121,Darkness,70,Basic,Rare,,,
Brute Bonnet,Play! Pokémon Prize Packs S5,123,Darkness,120,Basic,Rare,,,-
Roaring Moon ex,Play! Pokémon Prize Packs S5,124,Darkness,230,Basic,Double Rare,,,-
Jirachi,Play! Pokémon Prize Packs S5,126,Metal,70,Basic,Common,,-,
Skeledirge ex,Play! Pokémon Prize Packs S5,137,Metal,330,Stage 2,Double Rare,,,-
Gholdengo ex,Play! Pokémon Prize Packs S5,139,Metal,260,Stage 1,Double Rare,,,-
Ancient Booster Energy Capsule,Play! Pokémon Prize Packs S5,159,Trainer,,Tool,Uncommon,,,
Counter Catcher,Play! Pokémon Prize Packs S5,160,Trainer,,Item,Uncommon,,,
Earthen Vessel,Play! Pokémon Prize Packs S5,163,Trainer,,Item,Uncommon,,,
Future Booster Energy Capsule,Play! Pokémon Prize Packs S5,164,Trainer,,Tool,Uncommon,,,
Luxurious Cape,Play! Pokémon Prize Packs S5,166,Trainer,,Tool,Uncommon,,,-
Mela,Play! Pokémon Prize Packs S5,167,Trainer,,Supporter,Uncommon,,,-
Professor Sada's Vitality,Play! Pokémon Prize Packs S5,170,Trainer,,Supporter,Uncommon,,,
Professor Turo's Scenario,Play! Pokémon Prize Packs S5,171,Trainer,,Supporter,Uncommon,,,
Technical Machine: Devolution,Play! Pokémon Prize Packs S5,177,Trainer,,Tool,Uncommon,,-,
Technical Machine: Evolution,Play! Pokémon Prize Packs S5,178,Trainer,,Tool,Uncommon,,-,
Techno Radar,Play! Pokémon Prize Packs S5,180,Trainer,,Item,Uncommon,,,
Tulip,Play! Pokémon Prize Packs S5,181,Trainer,,Supporter,Uncommon,,,-
Atticus,Play! Pokémon Prize Packs S5,77,Trainer,,Supporter,Uncommon,,,-
Moonlit Hill,Play! Pokémon Prize Packs S5,81,Trainer,,Stadium,Uncommon,,-,
Torterra ex,Play! Pokémon Prize Packs S5,12,Grass,340,Stage 2,Double Rare,,,-
Brambleghast,Play! Pokémon Prize Packs S5,21,Grass,100,Stage 1,Rare,,,-
Rabsca,Play! Pokémon Prize Packs S5,24,Grass,70,Stage 1,Uncommon,,,-
Feraligatr,Play! Pokémon Prize Packs S5,41,Water,180,Stage 2,Rare,,,-
Flutter Mane,Play! Pokémon Prize Packs S5,78,Psychic,90,Basic,Rare,,,-
Iron Crown ex,Play! Pokémon Prize Packs S5,81,Psychic,220,Basic,Double Rare,,,-
Farigiraf ex,Play! Pokémon Prize Packs S5,108,Darkness,260,Stage 1,Double Rare,,,-
Roaring Moon,Play! Pokémon Prize Packs S5,109,Darkness,140,Basic,Rare,,-,
Koraidon,Play! Pokémon Prize Packs S5,119,Dragon,140,Basic,Rare,,,-
Miraidon,Play! Pokémon Prize Packs S5,121,Dragon,110,Basic,Rare,,,-
Raging Bolt ex,Play! Pokémon Prize Packs S5,123,Dragon,240,Basic,Double Rare,,,-
Awakening Drum,Play! Pokémon Prize Packs S5,141,Trainer,,Item,ACE Rare,,,-
Buddy-Buddy Poffin,Play! Pokémon Prize Packs S5,144,Trainer,,Item,Uncommon,,,
Ciphermaniac's Codebreaking,Play! Pokémon Prize Packs S5,145,Trainer,,Supporter,Uncommon,,,
Explorer's Guidance,Play! Pokémon Prize Packs S5,147,Trainer,,Supporter,Uncommon,,-,
Full Metal Lab,Play! Pokémon Prize Packs S5,148,Trainer,,Stadium,Uncommon,,-,
Heavy Baton,Play! Pokémon Prize Packs S5,151,Trainer,,Tool,Uncommon,,,-
Hero's Cape,Play! Pokémon Prize Packs S5,152,Trainer,,Tool,ACE Rare,,,-
Maximum Belt,Play! Pokémon Prize Packs S5,154,Trainer,,Tool,ACE Rare,,,-
Morty's Conviction,Play! Pokémon Prize Packs S5,155,Trainer,,Supporter,Uncommon,,,-
Perilous Jungle,Play! Pokémon Prize Packs S5,156,Trainer,,Stadium,Uncommon,,-,
Prime Catcher,Play! Pokémon Prize Packs S5,157,Trainer,,Item,ACE Rare,,,-
Reboot Pod,Play! Pokémon Prize Packs S5,158,Trainer,,Item,ACE Rare,,,-
Rescue Board,Play! Pokémon Prize Packs S5,159,Trainer,,Tool,Uncommon,,,
Salvatore,Play! Pokémon Prize Packs S5,160,Trainer,,Supporter,Uncommon,,,-
Mist Energy,Play! Pokémon Prize Packs S5,161,Energy,,Special Energy,Uncommon,,,
Neo Upper Energy,Play! Pokémon Prize Packs S5,162,Energy,,Special Energy,ACE Rare,,,-
Electrike,EX Trainer Kit - Latios,1,Lightning,50,Basic,Common,,,-
Latios,EX Trainer Kit - Latios,2,Colorless,80,Basic,Common,,,-
Linoone,EX Trainer Kit - Latios,3,Colorless,70,Stage 1,Common,,,-
Magnemite,EX Trainer Kit - Latios,4,Lightning,40,Basic,Common,,,-
Magneton,EX Trainer Kit - Latios,5,Lightning,80,Stage 1,Common,,,-
Pikachu,EX Trainer Kit - Latios,6,Lightning,50,Basic,Common,,,-
Zigzagoon,EX Trainer Kit - Latios,7,Colorless,40,Basic,Common,,,-
Potion,EX Trainer Kit - Latios,8,Trainer,,Trainer,Common,,,-
Energy Search,EX Trainer Kit - Latios,9,Trainer,,Trainer,Common,,,-
Lightning Energy,EX Trainer Kit - Latios,10,Energy,,Energy,Common,,,-
Bagon,EX Trainer Kit - Latias,1,Colorless,40,Basic,Common,,,-
Combusken,EX Trainer Kit - Latias,2,Fire,70,Stage 1,Common,,,-
Delcatty,EX Trainer Kit - Latias,3,Colorless,80,Stage 1,Common,,,-
Latias,EX Trainer Kit - Latias,4,Colorless,70,Basic,Common,,,-
Numel,EX Trainer Kit - Latias,5,Fire,40,Basic,Common,,,-
Skitty,EX Trainer Kit - Latias,6,Colorless,50,Basic,Common,,,-
Torchic,EX Trainer Kit - Latias,7,Fire,50,Basic,Common,,,-
Potion,EX Trainer Kit - Latias,8,Trainer,,Trainer,Common,,,-
Energy Search,EX Trainer Kit - Latias,9,Trainer,,Trainer,Common,,,-
Fire Energy,EX Trainer Kit - Latias,10,Energy,,Energy,Common,,,-
Arcanine,EX Trainer Kit 2 - Minun,1,Fire,90,Stage 1,Common,,,-
Charmander,EX Trainer Kit 2 - Minun,2,Fire,50,Basic,Common,,,-
Charmeleon,EX Trainer Kit 2 - Minun,3,Fire,70,Stage 1,Common,,,-
Growlithe,EX Trainer Kit 2 - Minun,4,Fire,60,Basic,Common,,,-
Mareep,EX Trainer Kit 2 - Minun,5,Lightning,50,Basic,Common,,,-
